年度,所管局№,所管局,施策分野№,施策分野,事業名,補助金名,補助金の概要,補助対象者№,補助対象者,予算額（千円）,所管部署,問い合わせ先,各局HPリンク
2025,03,総務局,07,教育,公立大学法人の管理運営,東京都公立大学法人運営費交付金,"補助金の目的：地方独立行政法人法に基づき、東京都公立大学法人に対し、設立団体である東京都から財源を措置
補助対象者　：東京都公立大学法人
補助対象経費：東京都公立大学法人が、地方独立行政法人法に基づき、法人が行う事業の財源に充てるための経費
負担割合　　：都10/10",7 ,その他団体,"25,924,535",総務局総務部企画計理課,03-5388-2289,https://www.soumu.metro.tokyo.lg.jp/08daigaku/kouhukin.html
2025,03,総務局,07,教育,公立大学法人の管理運営,東京都公立大学法人施設費補助金,"補助金の目的：東京都公立大学法人が行う施設・設備に要する経費を補助
補助対象者　：東京都公立大学法人
補助対象経費：施設整備費、災害復旧費、附帯事務費
負担割合　　：都10/10",7 ,その他団体,"4,793,446",総務局総務部企画計理課,03-5388-2289,https://www.soumu.metro.tokyo.lg.jp/08daigaku/houjin.html
2025,03,総務局,07,教育,公立大学法人の管理運営,高等学校等就学支援金,"補助金の目的：教育に係る経済的負担の軽減を図り、もって教育の機会均等に寄与
補助対象者　：東京都公立大学法人
補助対象経費：授業料
負担割合　　：国10/10",7 ,その他団体,"107,808",総務局総務部企画計理課,03-5388-2289,https://www.mext.go.jp/a_menu/shotou/mushouka/1342674.htm
2025,03,総務局,07,教育,公立大学法人の管理運営,高等専門学校の奨学のための給付金,"補助金の目的：教育に係る経済的負担の軽減を図り、もって教育の機会均等に寄与
補助対象者　：生活保護受給世帯または都道府県民税所得割額及び区市町村民税所得割額が非課税の世帯の保護者等
補助対象経費：授業料以外の教育に必要な経費（教材、学用品費等）
負担割合　　：国1/3、都2/3",6 ,一般都民,"14,137",総務局総務部企画計理課,03-5388-2289,https://www.soumu.metro.tokyo.lg.jp/08daigaku/kyuuhukin.html
2025,04,財務局,17,その他,公営企業会計支出金,中央卸売市場会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：中央卸売市場長
補助対象経費：一般行政経費
負担割合　　：経費により個別に定める",4 ,公営企業,"3,234,000",財務局主計部議案課,03-5388-2663,
2025,04,財務局,17,その他,公営企業会計支出金,都市再開発事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：都市整備局長
補助対象経費：児童手当負担金補助
負担割合　　：経費により個別に定める",4 ,公営企業,540,財務局主計部議案課,03-5388-2663,
2025,04,財務局,17,その他,公営企業会計支出金,臨海地域開発事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：港湾局長
補助対象経費：福祉インフラ整備事業負担金等
負担割合　　：経費により個別に定める",4 ,公営企業,"19,680",財務局主計部議案課,03-5388-2663,
2025,04,財務局,17,その他,公営企業会計支出金,港湾事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：港湾局長
補助対象経費：児童手当負担金補助
負担割合　　：経費により個別に定める",4 ,公営企業,780,財務局主計部議案課,03-5388-2663,
2025,04,財務局,17,その他,公営企業会計支出金,交通事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：交通局長
補助対象経費：軌道敷の維持、修繕及び改良並びに軌道の撤去に要する費用に対する補助
　　　　　　　　　 料金減免措置補てん金(70歳以上の老人、身体障害者等及び精神障害者に対する料金の減免措置実施による料金減収額相当の補てん)等
負担割合　　：経費により個別に定める",4 ,公営企業,"8,007,000",財務局主計部議案課,03-5388-2663,
2025,04,財務局,17,その他,公営企業会計支出金,高速電車事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：交通局長
補助対象経費：料金減免措置補てん金(70歳以上の老人、身体障害者等及び精神障害者に対する料金の減免措置実施による料金減収額相当の補てん)等
負担割合　　：経費により個別に定める",4 ,公営企業,"10,234,000",財務局主計部議案課,03-5388-2663,
2025,04,財務局,17,その他,公営企業会計支出金,電気事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：交通局長
補助対象経費：児童手当負担金補助等
負担割合　　：経費により個別に定める",4 ,公営企業,"10,000",財務局主計部議案課,03-5388-2663,
2025,04,財務局,17,その他,公営企業会計支出金,水道事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：水道局長
補助対象経費：料金特別措置補てん金(生活保護世帯等の料金減免額の補てん金)等
負担割合　　：経費により個別に定める",4 ,公営企業,"3,232,000",財務局主計部議案課,03-5388-2663,
2025,04,財務局,17,その他,公営企業会計支出金,下水道事業会計経費補給金,"補助金の目的：地方公営企業法に基づく繰出金
補助対象者　：下水道局長
補助対象経費：雨水処理に要する経費等
負担割合　　：経費により個別に定める",4 ,公営企業,"132,251,000",財務局主計部議案課,03-5388-2663,
2025,05,デジタルサービス局,17,その他,（一財）GovTech東京の運営等,GovTech東京補助金,"補助金の目的：区市町村を含めた東京全体のＤＸを効果的に進めるため
補助対象者　：一般財団法人GovTech東京
補助対象経費：（一財）GovTech東京の運営等に関する経費
負担割合　　：都10/10",3 ,政策連携団体,"2,974,834",デジタルサービス局総務部総務課,03-5388-2038,
2025,05,デジタルサービス局,12,雇用就業,東京デジタルアカデミー　若手エンジニアコース,東京デジタルアカデミー若手エンジニアコースリスキリングプログラム受講費助成金,"補助金の目的：若年層の経済基盤安定と公共分野を含めたDX人材の輩出
補助対象者：本事業の受講者のうち、次の①～③のいずれかに該当し、リスキリングプログラムの修了判定を受けた方
①東京都内に居住している方②東京都内で就業しており、かつ本事業への参加後も引き続き東京都内で就業する意思がある方③東京都内で就業しておらず、かつ本事業への参加後に東京都内で就業する意思がある方
補助対象経費：本事業のリスキリングプログラムの対象として定められた講座の受講・資格の取得に係る費用（１人当たり上限30万円）
負担割合　　：都10/10",6 ,一般都民,"150,000",デジタルサービス局総務部デジタル人材戦略課,03-5388-2038,
2025,05,デジタルサービス局,12,雇用就業,東京デジタルアカデミー　若手エンジニアコース,東京デジタルアカデミー若手エンジニアコース修了者育成助成金,"補助金の目的：若年層の経済基盤安定と公共分野を含めたDX人材の輩出
補助対象者　：本事業の受講者のうち、リスキリングプログラムの修了判定を受けた方もしくは受ける見込みの方を新たに雇用した事業者
補助対象経費：新たに雇用した受講者に対する、研修等受講費用・資格取得費用（雇用した受講者一人につき上限20万円）
負担割合　　：都10/10",5 ,民間団体,"69,000",デジタルサービス局総務部デジタル人材戦略課,03-5388-2038,
